Vmag,Plx,e_Plx,B-V,SpType,Amag,target
6.89,0.6,0.6,-0.143,B5III,10.780756251918218,1.0
5.66,11.18,0.87,0.042,A1V,15.902209017752021,0.0
8.66,6.75,1.09,0.267,F0V,17.806518864155123,0.0
6.73,5.94,0.72,0.098,A1V,15.598932224905969,0.0
9.14,0.89,1.24,1.111,K0III,13.886950033224565,1.0
7.6,2.78,1.01,1.17,K2III,14.82022397959038,1.0
7.91,2.79,0.8,0.042,A1IV,15.138021016367988,0.0
7.95,2.15,0.68,1.556,K3/K4III,14.612192299578027,1.0
6.01,15.01,1.33,0.258,A8III,16.89190346121635,1.0
8.97,1.96,0.87,0.1,A1IV,15.43128035678238,0.0
8.59,1.75,1.07,1.115,K1III,14.805190243431472,1.0
8.97,0.1,1.3,1.296,K3III,8.97,1.0
9.68,1.66,1.27,0.944,G8V,15.780540440200275,0.0
7.94,2.71,0.76,0.014,A0IV,15.10484645437203,0.0
8.56,1.12,0.86,0.019,A0/A1V,13.806090113350908,0.0
7.41,3.56,0.82,0.89,G8III/IV,15.167249989864377,1.0
6.95,3.28,0.55,-0.12,B3Vn,14.529369218558397,0.0
4.78,47.24,0.82,0.452,F6IV,18.151549444707385,0.0
9.05,1.58,1.13,0.9,K1/K2IIICNv,15.043285434772114,1.0
9.5,7.06,1.78,0.545,G1V,18.74402350525902,0.0
8.29,9.42,0.98,0.629,G0V,18.160254513964386,0.0
7.79,2.48,0.95,0.96,G6/G8III,14.762258404131082,1.0
7.36,1.77,0.91,1.619,M2III,13.599866331809032,1.0
6.7,7.54,0.6,0.122,A3V,16.08685672934887,0.0
6.88,7.23,1.6,0.439,F5III,16.175691486472655,1.0
8.87,4.68,0.86,0.367,A9V,17.221229265370617,0.0
9.1,19.73,1.17,0.764,G5V,20.575635426260952,0.0
2.01,25.96,0.83,1.128,K0III,14.081523440641659,1.0
6.31,18.77,1.05,0.338,F1IV,17.67732136310673,0.0
8.93,1.62,0.92,1.38,K2/K3III:,14.977575072713154,1.0
7.07,1.85,1.02,0.1,B6V,13.405858642015069,0.0
7.31,3.31,0.68,-0.002,B9IV/V,14.909139968878595,0.0
7.94,5.17,0.96,1.031,K0III,16.507452715469714,1.0
9.09,0.68,1.17,0.673,F8/G0V,13.252544563531181,0.0
8.02,2.39,0.86,1.639,K5III,14.911989504740689,1.0
9.07,2.73,0.87,-0.073,B9V,16.25081323520378,0.0
7.92,2.09,0.69,0.068,A1IV/V,14.52073143055527,0.0
7.34,6.58,0.85,0.979,K0III,16.431129468069777,1.0
7.48,4.91,0.96,0.958,G8III,15.935407460614842,1.0
7.41,7.67,1.01,0.198,A3III/IV,16.833976819744905,1.0
7.8,13.45,0.63,0.441,F5IV,18.443611421692133,0.0
6.45,32.7,0.77,0.58,F9V,19.022738763301433,0.0
7.23,6.22,0.76,0.239,A6/A7IV,16.198951923454096,0.0
5.66,1.21,0.56,1.667,K5/M0III,11.07392685158225,1.0
7.53,6.34,0.61,0.068,A0/A1Vn,16.540446289408663,0.0
8.87,3.16,0.89,0.016,B9V,16.36843541309202,0.0
10.25,1.93,1.22,0.906,A1IV,16.67778654503887,0.0
7.94,1.65,0.64,-0.023,B5IV,14.027419721069531,0.0
8.66,2.99,1.09,1.617,M1III,16.03835594162215,1.0
6.96,3.48,0.55,1.578,M4III,14.667896219732905,1.0
8.76,6.85,1.07,0.228,A4V,17.938452857462124,0.0
9.32,2.49,0.94,0.4,F0IV,16.300996735478684,0.0
8.63,3.17,1.03,1.674,M0III,16.13529631108876,1.0
8.47,3.16,0.99,0.937,G5III,15.96843541309202,1.0
8.61,2.35,1.02,1.299,K3III,15.465339311358681,1.0
6.01,7.13,0.72,1.128,K3III:,15.275447649259329,1.0
10.65,7.14,2.6,0.678,K1III,19.918491058880875,1.0
6.57,15.52,0.67,0.506,F7V,17.524458584610848,0.0
8.8,0.45,1.07,1.593,K2V,12.06606256887672,0.0
8.13,3.19,0.83,1.633,K5/M0III,15.648953415285906,1.0
8.55,3.09,2.55,0.671,G3V,15.999792397124175,0.0
8.55,3.7,0.93,0.967,G8III,16.391008620334976,1.0
7.54,3.71,0.87,0.951,G8III,15.386869548075229,1.0
8.15,3.91,1.41,0.008,A0IV/V,16.110883786979336,0.0
7.64,17.71,0.7,0.523,F7V,18.881092805950374,0.0
9.41,31.51,1.29,1.073,K3V,21.902242015869998,0.0
7.67,1.85,0.67,-0.006,B7IV,14.005858642015069,0.0
9.23,21.06,1.39,0.847,K0V,20.84729183424734,0.0
7.49,16.56,0.77,0.486,F3/F5V,18.585301662244305,0.0
6.64,3.16,0.61,1.576,K5III,14.138435413092019,1.0
7.32,7.43,0.72,-0.027,B9V,16.674944068802876,0.0
8.6,1.24,1.04,1.61,K5/M0III:,14.067108425811176,1.0
8.4,0.28,2.0,0.026,A0V:,10.635790156711096,0.0
8.87,3.22,4.34,0.116,B9IV/V,16.409279358479154,0.0
7.17,28.89,0.84,0.553,G1V,19.473737709220984,0.0
8.5,13.9,0.74,0.7,G2/G3III,19.215074001270473,1.0
7.13,6.7,0.89,1.1,G8III,16.260374013504133,1.0
4.5,2.34,0.49,-0.102,B3III,11.346079287050713,1.0
9.06,3.15,1.02,-0.098,B9III:,16.551552768948003,1.0
9.16,17.87,1.27,0.728,G8V,20.42062276252822,0.0
8.51,0.31,0.77,0.583,G6III,10.966808469171363,1.0
6.66,1.86,0.8,-0.094,B2.5IV,13.007564721089581,0.0
5.88,7.95,0.62,0.241,A7Vn,15.38183564328235,0.0
8.0,4.06,0.94,0.916,G8IV,16.04263016788597,0.0
9.06,1.43,1.16,0.434,F3IV/V,14.83668018732531,0.0
6.5,17.24,0.74,0.402,F3IV,17.68268630744347,0.0
8.51,8.26,1.31,0.46,F5V,18.09490023660191,0.0
8.66,9.45,1.12,0.565,F8V,18.537159042546314,0.0
8.76,14.97,1.17,0.623,G3V,19.636109001715262,0.0
8.38,2.04,0.81,-0.086,B9IV:,14.928150837129495,0.0
9.19,6.56,1.08,0.44,F5V,18.274519196878302,0.0
8.19,3.08,1.2,-0.02,A0IV,15.632753582502222,0.0
6.56,9.84,0.77,0.099,A1V,16.524975492156706,0.0
9.15,5.51,0.9,0.38,F0/F2IV,17.855757994258923,0.0
8.35,2.95,0.96,0.051,A0V,15.699110079890815,0.0
8.0,0.31,0.85,0.042,A1IV,10.456808469171364,0.0
9.35,17.3,1.26,0.779,G8V,20.540230515643977,0.0
8.83,13.52,2.09,0.651,G2/G3V,19.484883458028087,0.0
8.0,8.27,1.03,1.17,K0III,17.587527547762733,1.0
7.88,1.66,0.71,-0.031,A0V,13.980540440200276,0.0
9.57,6.99,1.42,0.642,G3V,18.792385878728407,0.0
8.7,5.18,1.04,0.42,F3V,17.271648798726165,0.0
9.04,13.71,1.83,0.661,G3/G5V,19.725187273947565,0.0
8.22,10.06,0.85,0.56,F7/F8V,18.232989903599545,0.0
9.13,5.93,1.19,0.784,G8IV,17.995273466821313,0.0
6.47,8.73,0.74,0.193,A4IV/V,16.175071218527847,0.0
7.97,2.66,1.01,1.441,K3III,15.094408183155334,1.0
8.82,3.83,0.95,0.077,A1V,16.735993869843114,0.0
7.81,2.89,1.3,0.881,K0III+...,15.11448921378274,1.0
8.18,0.33,0.8,-0.115,B8V,10.772569699389438,0.0
8.51,12.09,0.75,0.567,F5V,18.922131504303856,0.0
8.49,3.15,0.99,1.245,K2III,15.981552768948003,1.0
6.52,7.66,1.04,0.068,A1V,15.94114384816302,0.0
8.95,1.62,0.79,-0.008,B8V,14.997575072713154,0.0
8.05,1.76,0.7,1.339,K2III,14.27756333907075,1.0
8.63,1.81,1.04,1.304,K3III,14.918392874345923,1.0
6.16,6.85,0.84,0.018,A1V,15.338452857462126,0.0
7.45,3.53,0.88,0.649,F7V,15.188873526939112,0.0
8.27,2.77,0.92,1.289,K1III,15.482398845322242,1.0
8.43,3.72,0.81,0.997,G8III,16.28271469940949,1.0
9.4,6.83,1.1,0.608,G3V,18.572103518407665,0.0
8.42,5.82,0.71,1.206,G8III,17.244614923249443,1.0
7.12,2.64,0.73,-0.109,B5III,14.228019634349156,1.0
7.12,5.78,0.79,1.17,K0III,15.929639192102645,1.0
7.9,3.51,0.68,0.334,F0IV,15.62653558232912,0.0
8.56,9.89,0.91,0.681,G2V,18.535981457985898,0.0
7.56,0.98,0.61,-0.139,B3V,12.516130378462474,0.0
8.09,4.52,0.96,0.085,A1/A2V,16.36569217405691,0.0
6.34,9.51,0.58,0.884,G6III,16.23090258468707,1.0
5.73,25.65,0.7,0.531,F7V,17.775436847239177,0.0
7.87,6.95,0.86,0.257,A6V,17.07992402295057,0.0
7.78,3.73,0.77,1.42,K2III,15.638544159043438,1.0
6.12,4.63,0.74,0.035,A0V,14.447904955089765,0.0
8.3,3.52,1.15,0.14,A0IV,16.03271331739066,0.0
8.75,4.52,1.07,0.457,F3IV,17.02569217405691,0.0
7.91,7.92,0.65,0.178,A4V,17.403625907947468,0.0
4.82,16.26,0.56,1.095,K1IIIvar,15.875602706290247,1.0
8.77,3.46,1.06,1.022,G5III,16.465380493963885,1.0
3.06,13.11,0.75,1.603,M0III SB,13.648013458450423,1.0
8.19,4.73,0.83,0.97,K0IV,16.564305703689058,0.0
7.5,23.42,0.93,0.545,G8III+...,19.34793445368172,1.0
7.38,3.29,1.46,0.116,A2IV,14.965979489749873,0.0
9.44,24.11,1.23,0.955,K3V,21.35098605188727,0.0
9.21,4.18,0.98,0.432,F3V,17.31588140887518,0.0
8.59,3.71,0.81,-0.02,B9IV/V,16.43686954807523,0.0
8.78,3.67,1.12,1.005,G8III,16.603330321260444,1.0
9.68,5.24,0.92,0.56,F6/F7V,18.276656434918632,0.0
7.64,1.92,0.62,0.016,B9III/IV,14.056506143517748,1.0
9.71,3.65,1.22,1.134,G5V,17.521464322282373,0.0
7.92,2.19,0.76,-0.088,B6V,14.622220574200592,0.0
7.05,4.27,0.92,1.638,M3III,15.202139375125117,1.0
8.5,6.7,0.85,0.366,F0III/IV,17.63037401350413,1.0
8.05,2.08,0.92,1.461,K3III,14.640316674813809,1.0
8.37,3.48,1.27,1.032,K0III,16.077896219732903,1.0
8.32,11.96,0.89,0.656,G3V,18.70865589826196,0.0
8.27,1.56,0.73,1.743,M2III,14.235622991772308,1.0
4.97,7.59,0.5,-0.128,B8V,14.3712088794774,0.0
6.83,4.52,0.78,-0.053,B8V,15.10569217405691,0.0
6.06,14.22,1.02,1.119,K3III,16.824497981968737,1.0
7.52,3.58,0.87,0.963,G8III,15.289415133219372,1.0
8.88,1.82,1.2,0.951,G8III,15.180356939925375,1.0
7.48,1.63,0.62,1.247,K0II/IIICN.,13.54093802201979,1.0
8.58,1.74,0.96,1.089,K2III,14.782746241412998,1.0
5.89,14.18,0.85,0.147,A6V,16.64838115423524,0.0
7.19,13.29,0.61,0.375,F2IV,17.807624904713663,0.0
8.22,2.56,0.91,1.346,K3III,15.261199826559249,1.0
8.88,4.3,1.08,0.071,A1V,17.047342277897933,0.0
9.62,18.76,1.05,0.921,K0V,20.986164170215226,0.0
8.7,1.73,1.0,1.09,K0III,14.890230515643976,1.0
6.25,18.63,0.71,0.304,A9IV,17.601064274481214,0.0
6.54,17.96,0.87,0.448,F6V,17.811531661656428,0.0
7.24,3.63,0.72,1.397,K3III,15.039533125180562,1.0
6.61,18.64,0.9,0.511,F6/F7V,17.96222954008981,0.0
9.21,4.92,1.34,1.103,K0III,17.669825513836802,1.0
8.23,3.45,0.75,1.05,K0III,15.919095475366372,1.0
7.91,15.75,0.73,0.501,F6V,18.8964027906281,0.0
8.23,2.31,0.77,1.378,K2/K3III,15.048059899460723,1.0
5.34,24.7,0.7,0.251,A8V,17.30348476629833,0.0
8.19,2.12,0.7,1.003,G8III,14.821679304643757,1.0
7.16,13.37,0.71,0.445,F5/F6V,17.79065703630992,0.0
8.31,3.44,0.87,1.15,K2III,15.992792212857651,1.0
8.2,9.18,0.99,0.938,K0III-IV,18.01421340600621,1.0
8.12,18.18,1.04,0.572,G1V,19.41796939442974,0.0
7.89,5.83,0.86,0.209,A4IV,16.71834277379507,0.0
8.13,8.19,0.99,0.573,F8V,17.696419508802094,0.0
8.17,0.66,0.74,1.639,K5III,12.267719677709344,1.0
6.24,14.05,0.62,0.884,K0IV,16.978381621205493,0.0
6.36,8.71,0.84,1.09,G8III,16.06009077503832,1.0
9.54,5.13,0.95,0.393,F0IV,18.09058682555908,0.0
7.63,3.89,1.21,0.038,A1V,15.579748006628538,0.0
8.42,9.23,0.7,0.455,F5V,18.24600850512956,0.0
6.76,7.33,0.74,1.18,K2III,16.08551987320564,1.0
8.38,1.22,0.77,0.324,B1III,13.811799153373741,1.0
6.92,45.26,0.75,0.659,G5V,20.198572748093547,0.0
8.66,4.31,1.13,1.318,K1/K2III,16.83238635080366,1.0
8.7,3.23,1.08,1.096,K1III,16.246012611655516,1.0
9.44,1.93,1.08,0.983,G8III/IV,15.867786545038868,1.0
8.98,3.44,0.95,1.083,K0/K1III,16.66279221285765,1.0
8.59,0.62,0.93,1.275,K0/K1III,12.55195844749127,1.0
8.85,1.88,0.86,0.1,A0V,15.220789246318398,0.0
5.52,7.97,0.78,1.186,K1III,15.027291606980562,1.0
7.56,2.69,0.78,0.385,F5/F6V+...,14.70876140001204,0.0
6.33,9.95,0.79,0.991,G9V,16.319115403728627,0.0
7.12,14.55,1.75,0.665,G3/G5V,17.93431496660963,0.0
7.11,2.4,0.61,1.654,M2III,14.011056208558031,1.0
7.67,7.29,0.6,0.069,A2V,16.983637641589873,0.0
8.35,4.45,1.01,0.355,F2III,16.59180005490466,1.0
6.95,3.97,1.01,1.476,M6III,14.943952533815576,1.0
8.76,3.83,0.95,0.594,F3/F5V,16.675993869843115,0.0
7.61,3.37,0.92,-0.05,B9III/IV,15.248149504356693,1.0
3.99,61.67,0.49,0.369,F2IV,17.940369742131523,0.0
7.75,6.41,1.78,0.34,F2/F3IV,16.784290147594085,0.0
7.05,4.51,0.75,1.283,K2III:,15.320882709389803,1.0
8.15,1.69,0.83,-0.02,B9IV,14.289433523068368,0.0
8.08,11.04,0.88,0.466,F5V,18.2948453669659,0.0
7.56,2.56,0.85,1.533,K5III,14.601199826559249,1.0
6.8,1.97,0.67,1.51,M5III,13.272331130807963,1.0
8.15,11.21,0.86,0.456,F5V,18.398028062974866,0.0
6.18,7.4,0.51,0.071,A2/A3V,15.526158598654881,0.0
8.26,3.44,0.92,0.39,F0V,15.94279221285765,0.0
7.98,0.76,0.85,1.539,K4/K5III,12.384067961403957,1.0
7.03,4.55,0.77,0.029,A0IV,15.32005698328556,0.0
8.77,0.63,1.01,0.973,K0III,12.766702747267908,1.0
8.25,2.6,0.9,1.217,K1III,15.324866739854091,1.0
5.93,10.98,0.54,0.315,F2III,16.133011700570364,1.0
8.21,1.11,0.78,-0.01,B9IV/V,13.436614893933289,0.0
7.9,18.55,0.97,0.567,F8V,19.241719569755325,0.0
8.4,15.03,2.97,0.63,G0V...,19.284794902934543,0.0
7.43,5.61,0.87,0.993,K0III,16.17481430628081,1.0
6.78,15.86,0.58,0.436,F3/F5V,17.781515914907924,0.0
5.61,4.63,0.84,1.63,M2IIIs,13.937904955089767,1.0
8.27,12.5,0.96,0.63,G1V,18.75455006504028,0.0
7.0,3.86,0.59,-0.088,B5Vne,14.932936523358775,0.0
7.88,0.87,0.73,0.022,A0IV,12.577596263093092,0.0
9.03,1.57,1.07,1.421,K3III,15.009498262046169,1.0
6.18,5.56,0.62,1.006,G8III,14.905373957910287,1.0
8.76,16.88,1.18,0.641,G5V,19.89686221144818,0.0
8.82,1.59,1.18,1.292,K2III,14.826985621602258,1.0
6.62,4.02,0.71,1.491,K5III,14.641130265422351,1.0
8.8,2.48,0.81,0.04,B8V,15.772258404131083,0.0
7.23,2.01,0.77,0.865,K1III+...,13.745980287102444,1.0
8.26,11.16,0.93,0.516,G0V,18.4983209730078,0.0
8.5,3.96,1.07,1.13,K0III,16.488475929627562,1.0
7.8,5.83,0.96,1.039,K1III,16.62834277379507,1.0
7.13,5.84,0.77,0.04,A1V,15.962064235561996,0.0
9.38,2.49,1.34,0.96,K1III,16.360996735478682,1.0
7.64,4.11,1.01,1.298,K2III,15.709209109380346,1.0
5.6,9.91,0.83,1.528,M0.5III,15.580368272426377,1.0
6.49,7.9,0.87,1.089,K1III,15.978135456452208,1.0
8.07,0.47,0.67,-0.024,B9/B9.5III,11.430489289678587,1.0
7.0,3.26,0.58,1.603,M1III,14.566088000339695,1.0
7.95,7.4,0.68,0.21,A6V,17.29615859865488,0.0
7.21,6.22,0.84,0.987,K0III,16.178951923454093,1.0
7.48,10.87,0.82,0.398,F3/F5V,17.661147720431472,0.0
4.72,15.76,0.8,0.26,F0V,15.70778106576768,0.0
8.36,8.83,1.14,0.416,F3/F5V,18.089803517887844,0.0
9.3,2.12,1.02,0.095,B1.5III,15.931679304643758,1.0
3.83,13.14,0.79,1.456,K4III,14.42297682611881,1.0
7.88,0.75,0.81,1.411,K2III,12.2553063169585,1.0
8.58,18.2,0.76,0.748,G6V,19.880356939925374,0.0
6.67,8.02,0.98,0.136,A3V,16.190871841420815,0.0
9.6,5.74,1.31,0.46,F6V,18.394559461989868,0.0
6.13,9.83,0.64,1.129,K1III,16.09276758916068,1.0
7.51,15.44,0.72,0.643,G3V,18.453236479998587,0.0
8.28,4.55,0.94,1.114,K1/K2III:,16.57005698328556,1.0
7.05,6.23,0.61,0.006,B9.5Vn...,16.02244023329585,0.0
7.2,4.17,0.85,1.159,K1III,15.300680274868789,1.0
8.84,1.35,1.02,0.917,G8III,14.49166884247503,1.0
8.73,8.12,2.36,0.425,F5/F6V,18.277780146205878,0.0
8.91,1.55,1.0,0.906,G6/G8III,14.861658490851458,1.0
8.86,5.96,0.98,0.32,A6IV,17.73623129870118,0.0
8.39,4.27,0.94,0.39,F2III,16.542139375125117,1.0
8.17,0.45,1.05,1.22,K1III-IV,11.436062568876718,1.0
9.47,0.09,1.14,-0.026,B9III/IV,9.241212547196625,1.0
6.8,6.98,0.7,0.972,K0/K1III,16.019277113115805,1.0
7.73,4.55,0.9,0.874,G8III,16.020056983285563,1.0
9.33,15.3,1.33,0.799,K0V,20.253457154087997,0.0
8.32,13.59,0.99,0.511,F6V,18.98609728366247,0.0
8.98,2.56,0.87,0.122,B8/B9V,16.021199826559247,0.0
8.25,3.52,0.98,1.141,K0III,15.982713317390656,1.0
8.37,8.7,1.02,0.426,F2V,18.067596263093094,0.0
8.66,14.2,1.13,0.581,G2V,19.421441721915283,0.0
9.12,4.23,1.15,0.378,F0V,17.251701836875213,0.0
9.76,32.5,1.62,0.948,K0V,22.319416804894374,0.0
8.16,5.56,1.05,0.524,F5V,16.88537395791029,0.0
6.56,9.74,0.58,0.295,F0IV/V,16.50279478439308,0.0
7.42,7.01,0.64,0.007,A0V,16.64859008983329,0.0
8.87,1.74,1.02,0.175,A3III,15.072746241412997,1.0
5.58,2.04,0.5,1.556,K3II/III,12.128150837129494,1.0
6.61,3.02,0.53,1.725,M3III,14.010034714785753,1.0
8.3,4.78,0.93,0.06,A1V,16.697139483060596,0.0
9.25,3.33,3.58,0.485,F6/F7V,16.8622211675316,0.0
8.79,3.66,1.24,1.23,K1III,16.60740542697205,1.0
8.52,0.33,0.69,-0.011,B8V,11.112569699389438,0.0
7.55,4.67,0.87,1.1,K1III,15.896584402830563,1.0
9.09,1.78,0.89,-0.015,B8V,15.34210001154447,0.0
8.23,34.76,1.09,0.837,K1V,20.935398838883145,0.0
8.07,3.32,0.98,0.384,F3IV/V,15.675690418520182,0.0
8.25,4.09,0.67,-0.026,B8V,16.30861654003671,0.0
7.66,3.03,1.02,1.051,K0III,15.067213142511525,1.0
4.28,8.9,0.68,1.429,K4III,14.026950033224566,1.0
7.1,6.69,0.68,0.103,A3V,16.227130588839117,0.0
8.35,0.67,0.84,1.22,K2III,12.480374013504132,1.0
7.57,12.92,0.67,0.56,F8V,18.126312568295326,0.0
6.64,8.63,0.84,0.855,G5III,16.32005397857605,1.0
9.28,7.67,1.63,0.513,F6/F7V,18.703976819744902,0.0
7.74,4.13,0.94,1.054,K0III,15.819750258282006,1.0
8.3,2.43,1.06,0.912,G8III,15.228031367991562,1.0
7.09,3.61,0.8,0.038,A0V,14.877536009528288,0.0
6.0,14.22,0.53,0.091,A2V,16.764497981968738,0.0
8.51,7.79,1.33,0.63,G1V,17.96768728836282,0.0
8.99,15.93,1.15,0.627,G5V,20.00107887900566,0.0
6.0,15.09,0.7,0.166,A2V,16.89344619887795,0.0
8.11,6.81,0.76,1.036,K1IV,17.275735559563927,0.0
8.31,6.25,0.78,0.206,A3IV,17.289400086720377,0.0
8.0,3.77,1.07,1.127,K0III,15.881706751028965,1.0
8.26,3.84,0.96,1.231,K2III,16.181656121837655,1.0
7.99,4.74,0.78,1.08,K0III,16.368891708370427,1.0
8.44,2.44,0.93,1.547,M2III,15.376949131693646,1.0
8.96,2.37,1.22,-0.02,B9V,15.833741730050521,0.0
8.37,13.9,0.81,0.557,F8V,19.085074001270474,0.0
7.1,6.29,0.75,0.896,G5IIIvar,16.093253227226345,1.0
9.21,4.67,1.01,0.56,A7V,17.556584402830563,0.0
7.33,6.66,0.78,1.127,K2III,16.447371145851506,1.0
7.46,12.35,1.17,0.485,F5V,17.918334787978424,0.0
7.52,25.63,0.87,0.585,G2/G3V,19.56374303092122,0.0
8.01,10.08,1.01,0.835,G8V,18.027302660547534,0.0
7.86,3.08,0.68,0.219,A5IV/V,15.302753582502223,0.0
4.2,22.34,0.87,0.908,G8III-IV,15.945415843897951,1.0
8.7,8.66,1.32,0.488,F8V,18.387589460086733,0.0
7.36,1.69,0.67,0.469,F3IV,13.499433523068369,0.0
8.5,19.7,1.29,0.688,G2V,19.972331130807966,0.0
8.32,0.44,0.78,-0.015,B4II/III,11.537263382430938,1.0
8.08,1.43,0.91,1.438,K4III,13.85668018732531,1.0
6.1,3.54,0.6,1.506,K4III,13.845016310128939,1.0
6.83,3.21,0.59,-0.141,B8III,14.362525162024362,1.0
6.42,42.45,0.77,0.61,G1V,19.559388472899858,0.0
9.36,0.0,0.86,0.01,B9V,-inf,0.0
8.51,10.89,1.85,0.672,G3V,18.695139398778878,0.0
9.37,3.05,1.04,0.02,B9.5V:,16.79149919673393,0.0
7.89,31.12,0.94,0.81,K0V,20.355197941588255,0.0
7.88,19.71,0.97,0.724,G5/G6IV,19.353433121397217,0.0
7.45,13.55,0.87,0.412,F3V,18.10969647605212,0.0
9.66,28.83,1.61,1.17,K5V,21.95922321194104,0.0
6.42,1.6,0.57,-0.039,B2/B3III:ne,12.440599913279623,1.0
7.73,29.86,1.64,0.824,K2/K3III,20.105449016945034,1.0
8.99,3.9,0.9,0.478,A6V,16.945323035132496,0.0
8.9,41.16,0.96,1.045,K4V,21.972376830451978,0.0
8.8,7.51,0.82,0.477,F5V,18.178199685020843,0.0
8.89,1.25,0.77,-0.02,B9IV,14.374550065040282,0.0
7.62,3.45,0.68,0.025,A0V,15.309095475366371,0.0
7.32,11.74,0.97,0.461,F5III,17.66834048455798,1.0
7.56,4.59,0.59,1.107,K0III,15.869063427686307,1.0
8.1,1.65,0.72,0.026,B8V,14.187419721069531,0.0
8.53,1.0,1.68,1.38,K3III,13.53,1.0
6.7,8.62,0.83,1.01,K0III,16.377536329123565,1.0
9.02,2.78,0.98,1.028,G8/K0III,16.240223979590382,1.0
8.93,12.67,1.26,0.547,G3V,19.443883074417208,0.0
6.68,4.79,0.65,0.068,A1V,15.081677567072816,0.0
8.86,29.83,1.03,0.813,K1V,21.233266266810315,0.0
9.21,8.0,0.98,0.408,F3V,18.72544993495972,0.0
7.97,3.85,1.07,1.293,K3III,15.897303647542504,1.0
8.16,6.08,0.99,1.025,K0III,17.079517896363676,1.0
6.69,6.24,0.61,1.058,K0III,15.66592294841212,1.0
8.34,0.69,2.32,-0.03,B6V,12.534245453686276,0.0
8.83,1.31,1.4,0.156,B8V,14.416356478278821,0.0
8.34,2.19,0.82,1.046,G8III,15.042220574200591,1.0
8.23,4.27,0.88,0.705,G6:III+...,16.38213937512512,1.0
8.8,9.54,0.85,0.457,F5/F6V,18.697741873520478,0.0
7.78,2.12,0.86,-0.015,B4IV,14.411679304643759,0.0
8.09,1.78,0.71,-0.084,B8III,14.34210001154447,1.0
6.61,4.16,0.85,1.18,K0III,14.705466653133715,1.0
8.19,2.28,1.1,1.557,K4III,14.979674235002268,1.0
6.42,5.2,0.61,1.675,M1III,15.000016718173995,1.0
8.85,1.55,1.06,1.402,K4III,14.801658490851457,1.0
8.12,5.75,1.08,0.398,F2IV,16.91833922344815,0.0
9.53,8.22,1.35,0.537,G0V,19.104359087700253,0.0
8.57,3.28,1.08,1.222,K2IIICNII,16.149369218558398,1.0
7.23,4.93,0.84,0.873,G8III,15.694234596386151,1.0
8.9,14.12,1.12,0.63,G2V,19.649173483578927,0.0
8.66,2.56,1.07,0.924,G8III,15.701199826559249,1.0
8.57,4.87,1.09,1.1,K1III,17.007644806073174,1.0
8.58,6.39,1.0,0.452,F3V,17.607504290792,0.0
9.86,0.83,1.57,1.117,M7III,14.45539046188037,1.0
9.6,3.42,2.04,0.4,F3IVp (Sr),17.270130530280674,0.0
7.52,5.9,0.83,-0.006,A1IV/V,16.374260058210723,0.0
8.77,0.46,1.16,1.118,K1III,12.083789158407871,1.0
8.7,0.01,0.83,1.367,K3III,3.6999999999999993,1.0
5.19,10.87,0.72,-0.05,B9.5V,15.371147720431473,0.0
8.34,4.21,0.85,1.1,K0III,16.46141047917834,1.0
5.58,8.42,0.65,1.42,K3III,15.206560457498247,1.0
8.84,5.96,0.74,0.928,G8V,17.71623129870118,0.0
7.77,6.17,0.89,0.269,A4III,16.721425820166207,1.0
8.37,17.93,1.02,0.624,G3V,19.63790144781091,0.0
7.37,0.66,0.82,1.27,K2III,11.467719677709344,1.0
8.92,1.03,0.82,-0.001,B7V,13.98418612352586,0.0
5.57,6.78,0.74,-0.041,B9/B9.5V,14.726148469335318,0.0
6.81,3.98,0.76,1.583,M0III,14.809415360368439,1.0
8.97,2.93,1.24,1.154,K1III,16.304338101770547,1.0
7.41,4.7,0.88,0.077,A2V,15.770489289678588,0.0
8.76,3.98,1.03,0.1,A1V,16.75941536036844,0.0
7.12,7.14,0.92,0.281,F0V,16.388491058880874,0.0
5.52,24.52,0.96,0.244,F0IV,17.467602329231887,0.0
8.57,1.48,1.03,1.032,K0/K1III,14.421308576974788,1.0
8.1,1.95,1.14,1.25,K2III,14.55017305681259,1.0
7.35,3.61,0.82,0.986,G8III-IV,15.13753600952829,1.0
8.5,4.28,0.77,-0.024,B9.5V,16.65721884506586,0.0
6.88,5.93,0.97,1.114,K2III,15.745273466821313,1.0
8.31,2.85,0.98,1.198,K1/K2III,15.584224300042552,1.0
6.32,10.41,0.59,1.141,K2III:,16.40725364755268,1.0
7.36,4.76,0.57,0.115,A2V,15.748034763602465,0.0
8.11,8.17,0.73,0.382,F0/F2IV/V,17.671110282662077,0.0
8.55,10.13,0.92,0.475,F5V,18.578047226801402,0.0
8.32,4.76,1.61,0.078,A1V,16.708034763602466,0.0
8.82,0.98,0.99,1.034,K0III,13.776130378462476,1.0
7.76,12.53,1.49,0.584,G0V,18.249755354970752,0.0
5.79,4.29,0.7,0.087,A4V,13.95228646092362,0.0
7.97,2.26,0.65,-0.029,B8V,14.740542195737003,0.0
8.01,4.6,0.68,-0.006,A0V,16.32378915840787,0.0
7.17,2.36,0.63,1.7,M2III,14.034560014850532,1.0
6.19,2.64,0.52,-0.004,B4IV,13.298019634349156,0.0
8.64,1.35,0.78,0.016,B9/B9.5V,14.291668842475032,0.0
8.13,3.82,1.03,1.127,K1III,16.040316814558544,1.0
5.08,9.46,1.16,-0.138,B6V,14.959455682008963,0.0
